id,created_at,content,post_time_of_day,post_day_of_week,sentiment_score,emotion_label,location,geolocation,account,reblogs_count,favourites_count,url
114288059705615072,2025-04-05T23:56:34+00:00,@ joannejacobs Howard… Keating… we should let those skeletons lie in their coffins. They do nothing but scare peeps… # AusPol,Evening,Saturday,0.0,neutral,Perth,"-31.950527,115.860458",RaymondPierreL3@aus.social,1,0,https://aus.social/@RaymondPierreL3/114288059677644732
114288057742583578,2025-04-05T23:56:04+00:00,I bloody love critical minerals. Almost no one knows what they are. No one knows exactly how much we have and could mine. And the value of the product is dependent on current materials manufacturing methods. We really need better communication about critical minerals across the board. # insiders # auspol,Evening,Saturday,0.07727272727272727,positive,Brisbane,"-27.469770,153.025131",joannejacobs@aus.social,1,0,https://aus.social/@joannejacobs/114288057701153530
114288047622336261,2025-04-05T23:53:31+00:00,"Hey, look, the WSJ actually being useful! # auspol # eu # uspol https://www. youtube.com/watch?v=jLpUEACVBlE",Evening,Saturday,0.0,neutral,Perth,"-31.950527,115.860458",megatronicthronbanks@mastodon.social,1,0,https://mastodon.social/@megatronicthronbanks/114288047650757109
114288020121077437,2025-04-05T23:46:30+00:00,Why is literally no one talking about how black markets open up to bypass tariffs? # auspol # insiders,Evening,Saturday,-0.041666666666666664,negative,Hobart,"-42.882137,147.327195",joannejacobs@aus.social,1,0,https://aus.social/@joannejacobs/114288020082393938
114288018182890717,2025-04-05T23:46:01+00:00,Thank you Brian # auspol # uk # eu # uspol https://www. youtube.com/watch?v=hh7Cxt_PKqw,Evening,Saturday,0.0,neutral,Adelaide,"-34.928497,138.600739",megatronicthronbanks@mastodon.social,0,0,https://mastodon.social/@megatronicthronbanks/114288018136522239
114288005113272301,2025-04-05T23:42:41+00:00,Reduced immigration from international students and backpackers will have zero effect on housing availability. # insiders # auspol,Evening,Saturday,0.0,neutral,Gold Coast,"-28.016667,153.400000",joannejacobs@aus.social,4,1,https://aus.social/@joannejacobs/114288005076830536
114288002804517525,2025-04-05T23:42:06+00:00,"DAANES, Syrian caretaker gov’t sign security agreement in Aleppo https://www. greenleft.org.au/content/daane s-syrian-caretaker-govt-sign-security-agreement-aleppo # Auspol",Evening,Saturday,0.0,neutral,Melbourne,"-37.813629,144.963058",IndyMediaAus@mastodon.social,0,0,https://mastodon.social/@IndyMediaAus/114288002765738152
114287977397472869,2025-04-05T23:35:39+00:00,"Littleproud on Insiders - what a dickhead. There is no relationship with the USA any more, unless bully/bullied is a relationship. A phone call with Trump is a waste of time. Shut Pine Gap, cancel AUKUS, work hard on getting closer to Europe and south-east Asia, and phase out exports to the US. And for fuck's sake start taxing the wealthy and demanding mining royalties be paid - independent of profit. # AusPol",Evening,Saturday,0.015476190476190468,positive,Perth,"-31.950527,115.860458",kauer@aus.social,1,0,https://aus.social/@kauer/114287977370771539
114287973202909045,2025-04-05T23:34:34+00:00,"@ joannejacobs While I understand that polies tend to want to respond to everything that will get them exposure during the run up to the elections, and that being across ‘everything’ is well nigh impossible for the greater majority of them, they should at least have the nous to shut up instead of making things up.  But no… not our loopy # LNP canditates, no Sir, not them wannabe in charge loonies… # AusPol",Evening,Saturday,-0.07777777777777777,negative,Perth,"-31.950527,115.860458",RaymondPierreL3@aus.social,0,0,https://aus.social/@RaymondPierreL3/114287973170882064
114287969834359563,2025-04-05T23:33:43+00:00,"Nuclear has already been modelled by dozens of specialist organisations and had been found to be MASSIVELY more expensive. The only economists who seem to find a nuclear plan that's ""cheaper than all renewals"" (which is no one's plan anyway), is a company that has been paid by the Liberal Party to generate that report, and might just be considered biased, let alone technically incorrect. And let's just be clear. We haven't seen it precisely because the technical inaccuracies will be discovered *as soon as it's released*. # insiders # auspol",Evening,Saturday,0.05555555555555555,positive,Melbourne,"-37.813629,144.963058",joannejacobs@aus.social,8,0,https://aus.social/@joannejacobs/114287969798906971
114287954749056932,2025-04-05T23:29:53+00:00,Even David Speers is struggling to make what Littleproud's saying coherent # auspol # insiders,Evening,Saturday,0.16666666666666666,positive,Melbourne,"-37.813629,144.963058",InsurgoFormica@aus.social,2,0,https://aus.social/@InsurgoFormica/114287954721203622
114287936838313225,2025-04-05T23:25:20+00:00,"@ Brett for instance, this interview with Littleproud is just lame # auspol # insiders",Evening,Saturday,0.0,neutral,Gold Coast,"-28.016667,153.400000",InsurgoFormica@aus.social,0,0,https://aus.social/@InsurgoFormica/114287936813861812
114287921028851999,2025-04-05T23:21:16+00:00,"Yeah, not sure, in this climate, accusing the PM of saying disparaging things about Trump is a winner 🙄 # auspol # insiders",Evening,Saturday,-0.08333333333333333,negative,Melbourne,"-37.813629,144.963058",InsurgoFormica@aus.social,0,0,https://aus.social/@InsurgoFormica/114287920816924778
114287910371514305,2025-04-05T23:18:30+00:00,"Well played, ABC News photographer Matt Roberts, for snapping Peter Dutton's attempt at a hairstyle like one of his political dictator heroes, Kim Jong-un. # AusPol # AusVotes2025 # PeterDutton # PeterDuttonIsNotAMonster # FuckOffDutton",Evening,Saturday,0.0,neutral,Darwin,"-12.463440,130.845642",BinChicken@rants.au,3,1,https://rants.au/@BinChicken/114287909990882263
114287901199824291,2025-04-05T23:16:15+00:00,"Australia is delusional if it thinks that anyone in this country has any impact whatsoever on the trash-the-joint ""strategy"" of Trump. # auspol # insiders",Evening,Saturday,0.0,neutral,Adelaide,"-34.928497,138.600739",joannejacobs@aus.social,0,0,https://aus.social/@joannejacobs/114287901118729093
114287890607767132,2025-04-05T23:13:34+00:00,"When the fart-huffing anti-economic nonsense of Liz Truss and Kwasi Kwarteng collided with reality in their short-lived “budget” of 2022, the results were at once laughable, pitiable, and politically terminal for them. This TariffsGPT project feels to me like an equivalent moment for Trump and his couch-fort companions, who have spent the past 5 years complimenting one another on the volume and fragrance of their botty burps, only now to find out how little the rest of the world appreciates their stank. # uspol # ukpol # auspol",Evening,Saturday,-0.11527777777777778,negative,Brisbane,"-27.469770,153.025131",MercG@mindly.social,3,0,https://mindly.social/@MercG/114287890554576198
